city,timestamp,pm25,lat,lon,hour,month
Los Angeles,2023-01-05T16:00:00Z,21.23,34.04236329655243,-118.23606525669271,16,1
Los Angeles,2023-01-05T17:00:00Z,30.55,34.0525788569356,-118.23245055972946,17,1
Los Angeles,2023-01-05T18:00:00Z,30.44,34.045640691451425,-118.2464512091244,18,1
Los Angeles,2023-01-05T19:00:00Z,29.89,34.05501229503282,-118.23386330521465,19,1
Los Angeles,2023-01-05T20:00:00Z,22.94,34.04744036171585,-118.23447174078515,20,1
Los Angeles,2023-01-05T21:00:00Z,23.35,34.04681607080506,-118.23138485348792,21,1
Los Angeles,2023-01-05T22:00:00Z,22.35,34.05501742135583,-118.2349091425183,22,1
Los Angeles,2023-01-05T23:00:00Z,26.3,34.04206247737672,-118.2319489418664,23,1
Los Angeles,2023-01-06T00:00:00Z,26.92,34.04640099202061,-118.23208953543008,0,1
Los Angeles,2023-01-06T01:00:00Z,23.06,34.04778403357468,-118.2497832469704,1,1
Los Angeles,2023-01-06T02:00:00Z,23.97,34.05901214293875,-118.23853124223753,2,1
Los Angeles,2023-01-06T03:00:00Z,22.61,34.052636744243394,-118.24103108956042,3,1
Los Angeles,2023-01-06T04:00:00Z,19.98,34.053450369121535,-118.23495250941124,4,1
Los Angeles,2023-01-06T05:00:00Z,19.36,34.05583158087451,-118.23420763714411,5,1
Los Angeles,2023-01-06T06:00:00Z,22.96,34.04115117520033,-118.23900942235352,6,1
Los Angeles,2023-01-06T07:00:00Z,25.31,34.048830610027466,-118.23224591634482,7,1
Los Angeles,2023-01-06T08:00:00Z,25.52,34.04285983364105,-118.23476978736565,8,1
Los Angeles,2023-01-06T09:00:00Z,27.04,34.05236436126632,-118.24797754647754,9,1
Los Angeles,2023-01-06T10:00:00Z,23.73,34.04145526012728,-118.23356279881419,10,1
Los Angeles,2023-01-06T11:00:00Z,21.48,34.054124844543125,-118.24837302438716,11,1
Los Angeles,2023-01-06T12:00:00Z,18.66,34.05625599134515,-118.23105502845232,12,1
Los Angeles,2023-01-06T13:00:00Z,18.78,34.059720021276455,-118.23493243629481,13,1
Los Angeles,2023-01-06T14:00:00Z,20.84,34.055542938318546,-118.23883191500528,14,1
Los Angeles,2023-01-06T15:00:00Z,22.36,34.048484440184936,-118.2318729122981,15,1
Los Angeles,2023-01-06T16:00:00Z,22.94,34.04022707289535,-118.24062678716011,16,1
Los Angeles,2023-01-06T17:00:00Z,24.99,34.04112606551364,-118.24762364167464,17,1
Los Angeles,2023-01-06T18:00:00Z,28.97,34.054920897585305,-118.23833262469805,18,1
Los Angeles,2023-01-06T19:00:00Z,25.52,34.05924345096949,-118.24250258840952,19,1
Los Angeles,2023-01-06T20:00:00Z,25.07,34.044471916770384,-118.23073554921119,20,1
Los Angeles,2023-01-06T21:00:00Z,21.8,34.04024308949379,-118.23060242346584,21,1
Los Angeles,2023-01-06T22:00:00Z,23.67,34.041475931294706,-118.23892291431197,22,1
Los Angeles,2023-01-06T23:00:00Z,23.04,34.05938605071238,-118.2395380431166,23,1
Los Angeles,2023-01-07T00:00:00Z,27.35,34.04909082129535,-118.23744883839831,0,1
Los Angeles,2023-01-07T01:00:00Z,25.88,34.05168628623846,-118.23197683979018,1,1
Los Angeles,2023-01-07T02:00:00Z,29.57,34.04554762365962,-118.24623757680553,2,1
Los Angeles,2023-01-07T03:00:00Z,20.58,34.049273968098795,-118.24293295543947,3,1
Los Angeles,2023-01-07T04:00:00Z,20.72,34.05948789615332,-118.23027578511041,4,1
Los Angeles,2023-01-07T05:00:00Z,23.45,34.053963234280396,-118.23927807267312,5,1
Los Angeles,2023-01-07T06:00:00Z,25.85,34.05369462345107,-118.24674766121309,6,1
Los Angeles,2023-01-07T07:00:00Z,26.27,34.058218543689875,-118.23354925514153,7,1
Los Angeles,2023-01-07T08:00:00Z,24.04,34.05865456966708,-118.23267872220998,8,1
Los Angeles,2023-01-07T09:00:00Z,33.49,34.04090437340212,-118.24947266051005,9,1
Los Angeles,2023-01-07T10:00:00Z,26.54,34.0597455225863,-118.24699166217792,10,1
Los Angeles,2023-01-07T11:00:00Z,21.59,34.05188261430704,-118.24238218286737,11,1
Los Angeles,2023-01-07T12:00:00Z,22.66,34.04829639004675,-118.24453185856139,12,1
Los Angeles,2023-01-07T13:00:00Z,26.71,34.04112750993301,-118.2327055524749,13,1
Los Angeles,2023-01-07T14:00:00Z,23.02,34.05537974830361,-118.23110468540234,14,1
Los Angeles,2023-01-07T15:00:00Z,23.14,34.05699294781355,-118.24505303796514,15,1
Los Angeles,2023-01-07T16:00:00Z,19.8,34.05908102054517,-118.23787650731097,16,1
Los Angeles,2023-01-07T17:00:00Z,27.57,34.044572856110065,-118.23656598631187,17,1
Los Angeles,2023-01-07T18:00:00Z,23.4,34.04227115184399,-118.23656853608814,18,1
Los Angeles,2023-01-07T19:00:00Z,31.83,34.05040615401807,-118.23455363216529,19,1
Los Angeles,2023-01-07T20:00:00Z,26.54,34.05103813677549,-118.23878124056928,20,1
Los Angeles,2023-01-07T21:00:00Z,23.2,34.05753307205316,-118.24193034267574,21,1
Los Angeles,2023-01-07T22:00:00Z,24.94,34.05408159536198,-118.24574071676982,22,1
Los Angeles,2023-01-07T23:00:00Z,27.11,34.042727429511736,-118.24970910668664,23,1
Los Angeles,2023-01-08T00:00:00Z,26.18,34.04784488090199,-118.24125050155952,0,1
Los Angeles,2023-01-08T01:00:00Z,17.72,34.05808317388987,-118.24303489065953,1,1
Los Angeles,2023-01-08T02:00:00Z,27.51,34.04793085564642,-118.23755826599543,2,1
Los Angeles,2023-01-08T03:00:00Z,23.22,34.057247274174934,-118.23100958752684,3,1
Los Angeles,2023-01-08T04:00:00Z,17.89,34.049182715124765,-118.23039934849429,4,1
Los Angeles,2023-01-08T05:00:00Z,22.83,34.04985236187986,-118.24342496779424,5,1
Los Angeles,2023-01-08T06:00:00Z,19.09,34.041517266562174,-118.24742240556178,6,1
Los Angeles,2023-01-08T07:00:00Z,30.01,34.04256091677915,-118.24696194612974,7,1
Los Angeles,2023-01-08T08:00:00Z,29.1,34.04363760168798,-118.24308665433352,8,1
Los Angeles,2023-01-08T09:00:00Z,25.18,34.05793576819812,-118.24052076719474,9,1
Los Angeles,2023-01-08T10:00:00Z,20.04,34.043845780376174,-118.24918262767467,10,1
Los Angeles,2023-01-08T11:00:00Z,24.51,34.04337870126144,-118.24442819321935,11,1
Los Angeles,2023-01-08T12:00:00Z,22.68,34.044126674368115,-118.24271460277903,12,1
Los Angeles,2023-01-08T13:00:00Z,19.89,34.050068345417095,-118.23619210342741,13,1
Los Angeles,2023-01-08T14:00:00Z,20.9,34.057471572482136,-118.23158255198936,14,1
Los Angeles,2023-01-08T15:00:00Z,23.64,34.0412215591971,-118.24446244703705,15,1
Los Angeles,2023-01-08T16:00:00Z,24.84,34.04369042038712,-118.24581301353327,16,1
Los Angeles,2023-01-08T17:00:00Z,30.27,34.04740944205582,-118.24030954029618,17,1
Los Angeles,2023-01-08T18:00:00Z,23.45,34.04925069432266,-118.23505058123732,18,1
Los Angeles,2023-01-08T19:00:00Z,32.1,34.04073366405781,-118.24495126111312,19,1
Los Angeles,2023-01-08T20:00:00Z,24.73,34.05023354884231,-118.23935773029469,20,1
Los Angeles,2023-01-08T21:00:00Z,23.93,34.042143440226795,-118.24105175266352,21,1
Los Angeles,2023-01-08T22:00:00Z,18.18,34.04538486461899,-118.2424543167379,22,1
Los Angeles,2023-01-08T23:00:00Z,23.61,34.04040142395555,-118.24355841668833,23,1
Los Angeles,2023-01-09T00:00:00Z,21.06,34.04239524263638,-118.23218945438519,0,1
Los Angeles,2023-01-09T01:00:00Z,19.76,34.05187184907108,-118.2364179536171,1,1
Los Angeles,2023-01-09T02:00:00Z,22.98,34.04173840576175,-118.23925786916362,2,1
Los Angeles,2023-01-09T03:00:00Z,27.44,34.05173682236042,-118.2350912105163,3,1
Los Angeles,2023-01-09T04:00:00Z,19.89,34.04567551811597,-118.24273835407202,4,1
Los Angeles,2023-01-09T05:00:00Z,22.43,34.05291834482663,-118.23858443390661,5,1
Los Angeles,2023-01-09T06:00:00Z,18.8,34.04203564945241,-118.24694281721631,6,1
Los Angeles,2023-01-09T07:00:00Z,29.69,34.04491915456769,-118.2467863725348,7,1
Los Angeles,2023-01-09T08:00:00Z,26.22,34.04346747190589,-118.23206469150746,8,1
Los Angeles,2023-01-09T09:00:00Z,25.41,34.04160467491323,-118.23950977220859,9,1
Los Angeles,2023-01-09T10:00:00Z,23.81,34.04224077804336,-118.24204288801909,10,1
Los Angeles,2023-01-09T11:00:00Z,22.85,34.0593894086655,-118.23268985748211,11,1
Los Angeles,2023-01-09T12:00:00Z,21.27,34.043417751747796,-118.23662713560151,12,1
Los Angeles,2023-01-09T13:00:00Z,25.27,34.05858751978255,-118.23886474213971,13,1
Los Angeles,2023-01-09T14:00:00Z,17.99,34.05538985866384,-118.24625912502884,14,1
Los Angeles,2023-01-09T15:00:00Z,24.63,34.04647358472808,-118.24149127122767,15,1
Los Angeles,2023-01-09T16:00:00Z,18.12,34.042296736494784,-118.23778759915116,16,1
Los Angeles,2023-01-09T17:00:00Z,28.14,34.045772611064805,-118.23837523557154,17,1
Los Angeles,2023-01-09T18:00:00Z,27.8,34.05065178865103,-118.24896352926355,18,1
Los Angeles,2023-01-09T19:00:00Z,24.37,34.046732085563875,-118.24731170646122,19,1
Los Angeles,2023-01-09T20:00:00Z,26.02,34.04509281309527,-118.23636994555551,20,1
Los Angeles,2023-01-09T21:00:00Z,21.27,34.05520455719779,-118.23808722518784,21,1
Los Angeles,2023-01-09T22:00:00Z,15.59,34.046977365330854,-118.23140941711503,22,1
Los Angeles,2023-01-09T23:00:00Z,20.61,34.05661238815575,-118.23069946178667,23,1
Los Angeles,2023-01-10T00:00:00Z,24.11,34.058766809136415,-118.24637533867669,0,1
Los Angeles,2023-01-10T01:00:00Z,21.19,34.041329925347334,-118.23517758701419,1,1
Los Angeles,2023-01-10T02:00:00Z,26.5,34.04279544753252,-118.2340946537628,2,1
Los Angeles,2023-01-10T03:00:00Z,23.76,34.04403254640095,-118.24672688114268,3,1
Los Angeles,2023-01-10T04:00:00Z,24.18,34.05330394441392,-118.2395386915046,4,1
Los Angeles,2023-01-10T05:00:00Z,21.74,34.04717660968247,-118.23245598918373,5,1
Los Angeles,2023-01-10T06:00:00Z,26.6,34.0487826981714,-118.2424611114115,6,1
Los Angeles,2023-01-10T07:00:00Z,26.78,34.04925359571339,-118.24397244251671,7,1
Los Angeles,2023-01-10T08:00:00Z,28.06,34.04464425390293,-118.2320085085345,8,1
Los Angeles,2023-01-10T09:00:00Z,33.03,34.04767782442746,-118.23912894277771,9,1
Los Angeles,2023-01-10T10:00:00Z,23.71,34.042337960814166,-118.23120335752772,10,1
Los Angeles,2023-01-10T11:00:00Z,25.31,34.05255416106142,-118.24330188770685,11,1
Los Angeles,2023-01-10T12:00:00Z,24.02,34.05240145511857,-118.23933077816046,12,1
Los Angeles,2023-01-10T13:00:00Z,21.75,34.05787785166102,-118.2342280557755,13,1
Los Angeles,2023-01-10T14:00:00Z,21.62,34.04496978279629,-118.23512107414854,14,1
Los Angeles,2023-01-10T15:00:00Z,20.45,34.040670648694714,-118.23860220630257,15,1
Los Angeles,2023-01-10T16:00:00Z,24.44,34.046841634974314,-118.23357485390656,16,1
Los Angeles,2023-01-10T17:00:00Z,29.0,34.0422126347391,-118.2330709541653,17,1
Los Angeles,2023-01-10T18:00:00Z,27.19,34.05594590731559,-118.24700165145302,18,1
Los Angeles,2023-01-10T19:00:00Z,25.06,34.04458502790465,-118.23555494863213,19,1
Los Angeles,2023-01-10T20:00:00Z,25.61,34.053878968889336,-118.23914551113305,20,1
Los Angeles,2023-01-10T21:00:00Z,27.07,34.04503598117814,-118.24308608012991,21,1
Los Angeles,2023-01-10T22:00:00Z,17.66,34.04924011607288,-118.23105433320775,22,1
Los Angeles,2023-01-10T23:00:00Z,27.49,34.04306702806232,-118.23827540335967,23,1
Los Angeles,2023-01-11T00:00:00Z,30.34,34.040362203676416,-118.23255752182111,0,1
Los Angeles,2023-01-11T01:00:00Z,23.39,34.05864236564967,-118.23869733632822,1,1
Los Angeles,2023-01-11T02:00:00Z,24.44,34.054144772686264,-118.24694921914171,2,1
Los Angeles,2023-01-11T03:00:00Z,23.67,34.05152576720333,-118.23786569907234,3,1
Los Angeles,2023-01-11T04:00:00Z,27.78,34.05868734029538,-118.23148862974186,4,1
Los Angeles,2023-01-11T05:00:00Z,21.47,34.04901678742808,-118.24773523908318,5,1
Los Angeles,2023-01-11T06:00:00Z,23.17,34.0518255087149,-118.24201994592259,6,1
Los Angeles,2023-01-11T07:00:00Z,31.28,34.041095232776435,-118.24329605516708,7,1
Los Angeles,2023-01-11T08:00:00Z,24.96,34.05074791205875,-118.23160288767174,8,1
Los Angeles,2023-01-11T09:00:00Z,23.04,34.04692691988732,-118.24306093596206,9,1
Los Angeles,2023-01-11T10:00:00Z,21.99,34.0444920964588,-118.24095120967733,10,1
Los Angeles,2023-01-11T11:00:00Z,28.01,34.04281714040759,-118.24647226026987,11,1
Los Angeles,2023-01-11T12:00:00Z,14.91,34.05829691802136,-118.24275212201766,12,1
Los Angeles,2023-01-11T13:00:00Z,22.84,34.05161176700556,-118.2373547142416,13,1
Los Angeles,2023-01-11T14:00:00Z,22.19,34.04170699336157,-118.23006251496308,14,1
Los Angeles,2023-01-11T15:00:00Z,19.68,34.050043900206624,-118.23809229965359,15,1
Los Angeles,2023-01-11T16:00:00Z,23.04,34.04419811186191,-118.23203891421117,16,1
Los Angeles,2023-01-11T17:00:00Z,27.93,34.04410279280964,-118.24618624558673,17,1
Los Angeles,2023-01-11T18:00:00Z,27.9,34.05129682266525,-118.24868582721143,18,1
Los Angeles,2023-01-11T19:00:00Z,26.37,34.0555105523339,-118.24093422330503,19,1
Los Angeles,2023-01-11T20:00:00Z,15.05,34.0480152612175,-118.23880719337383,20,1
Los Angeles,2023-01-11T21:00:00Z,26.27,34.04310480491861,-118.24636143739009,21,1
Los Angeles,2023-01-11T22:00:00Z,18.78,34.052879990864774,-118.24182531657803,22,1
Los Angeles,2023-01-11T23:00:00Z,20.67,34.0405077271132,-118.24687694805267,23,1
Los Angeles,2023-01-12T00:00:00Z,25.81,34.040541919850064,-118.24556055676133,0,1
Los Angeles,2023-01-12T01:00:00Z,26.81,34.04462149593176,-118.23656214512802,1,1
Los Angeles,2023-01-12T02:00:00Z,21.43,34.05305492215703,-118.24523634437907,2,1
Los Angeles,2023-01-12T03:00:00Z,24.47,34.041988827855185,-118.24513655618,3,1
Los Angeles,2023-01-12T04:00:00Z,25.13,34.05660439729134,-118.24205632940763,4,1
Los Angeles,2023-01-12T05:00:00Z,24.33,34.05336170273141,-118.24590031409168,5,1
Los Angeles,2023-01-12T06:00:00Z,24.78,34.040260038470215,-118.24828982938291,6,1
Los Angeles,2023-01-12T07:00:00Z,27.07,34.04415772510292,-118.24946935592251,7,1
Los Angeles,2023-01-12T08:00:00Z,28.98,34.04842849101185,-118.23214656577845,8,1
Los Angeles,2023-01-12T09:00:00Z,24.25,34.05634887123477,-118.24316365296603,9,1
Los Angeles,2023-01-12T10:00:00Z,20.89,34.05180589885029,-118.24463872718354,10,1
Los Angeles,2023-01-12T11:00:00Z,18.77,34.05248297815698,-118.24181176695618,11,1
Los Angeles,2023-01-12T12:00:00Z,16.75,34.045889315190834,-118.23103093386075,12,1
Los Angeles,2023-01-12T13:00:00Z,28.09,34.05527211588319,-118.24719773648467,13,1
Los Angeles,2023-01-12T14:00:00Z,22.89,34.05789104453788,-118.23400289488104,14,1
Los Angeles,2023-01-12T15:00:00Z,26.31,34.04850427008938,-118.24955061383359,15,1
Los Angeles,2023-01-12T16:00:00Z,23.92,34.05266956439652,-118.24484224629133,16,1
Los Angeles,2023-01-12T17:00:00Z,22.87,34.04278712148145,-118.23330139526401,17,1
Los Angeles,2023-01-12T18:00:00Z,28.06,34.04343358571696,-118.24455385346961,18,1
Los Angeles,2023-01-12T19:00:00Z,29.04,34.04036781353095,-118.23171402386879,19,1
Los Angeles,2023-01-12T20:00:00Z,23.59,34.04548110441374,-118.23891643994968,20,1
Los Angeles,2023-01-12T21:00:00Z,20.06,34.05302840776704,-118.23340516392585,21,1
Los Angeles,2023-01-12T22:00:00Z,23.77,34.05201033720867,-118.23669926650906,22,1
Los Angeles,2023-01-12T23:00:00Z,25.95,34.043507425572464,-118.2317117610815,23,1
Los Angeles,2023-01-13T00:00:00Z,17.48,34.05037835410565,-118.2490606806645,0,1
Los Angeles,2023-01-13T01:00:00Z,19.16,34.04332566737512,-118.23523932767147,1,1
Los Angeles,2023-01-13T02:00:00Z,23.56,34.04490698219362,-118.24221408771916,2,1
Los Angeles,2023-01-13T03:00:00Z,20.73,34.04577387473541,-118.2428865456707,3,1
Los Angeles,2023-01-13T04:00:00Z,20.07,34.05132809280593,-118.24047899195601,4,1
Los Angeles,2023-01-13T05:00:00Z,26.16,34.05327342330725,-118.2312634052135,5,1
Los Angeles,2023-01-13T06:00:00Z,20.42,34.04062366270122,-118.244754719114,6,1
Los Angeles,2023-01-13T07:00:00Z,30.1,34.051901558614006,-118.24897148373032,7,1
Los Angeles,2023-01-13T08:00:00Z,35.68,34.04668487781634,-118.23458175592508,8,1
